agency_cd,location_id,datetime,parameter_cd,parameter_value
CDEC,HMC,2009-08-02T07:00:00Z,NA,7816
CDEC,HMC,2009-08-03T07:00:00Z,NA,7796
CDEC,HMC,2009-08-04T07:00:00Z,NA,7859
CDEC,HMC,2009-08-05T07:00:00Z,NA,7817
CDEC,HMC,2009-08-06T07:00:00Z,NA,7762
CDEC,HMC,2009-08-07T07:00:00Z,NA,7721
CDEC,HMC,2009-08-08T07:00:00Z,NA,7876
CDEC,HMC,2009-08-09T07:00:00Z,NA,7709
CDEC,HMC,2009-08-10T07:00:00Z,NA,7649
CDEC,HMC,2009-08-11T07:00:00Z,NA,7660
CDEC,HMC,2009-08-12T07:00:00Z,NA,7515
CDEC,HMC,2009-08-13T07:00:00Z,NA,7394
CDEC,HMC,2009-08-14T07:00:00Z,NA,7427
CDEC,HMC,2009-08-15T07:00:00Z,NA,7282
CDEC,HMC,2009-08-16T07:00:00Z,NA,6992
CDEC,HMC,2009-08-17T07:00:00Z,NA,7046
CDEC,HMC,2009-08-18T07:00:00Z,NA,6958
CDEC,HMC,2009-08-19T07:00:00Z,NA,6908
CDEC,HMC,2009-08-20T07:00:00Z,NA,6983
CDEC,HMC,2009-08-21T07:00:00Z,NA,7041
CDEC,HMC,2009-08-22T07:00:00Z,NA,7038
CDEC,HMC,2009-08-23T07:00:00Z,NA,6880
CDEC,HMC,2009-08-24T07:00:00Z,NA,6984
CDEC,HMC,2009-08-25T07:00:00Z,NA,6853
CDEC,HMC,2009-08-26T07:00:00Z,NA,6985
CDEC,HMC,2009-08-27T07:00:00Z,NA,7118
CDEC,HMC,2009-08-28T07:00:00Z,NA,6997
CDEC,HMC,2009-08-29T07:00:00Z,NA,6709
CDEC,HMC,2009-08-30T07:00:00Z,NA,6785
CDEC,HMC,2009-08-31T07:00:00Z,NA,6525
CDEC,HMC,2009-09-01T07:00:00Z,NA,7153
CDEC,HMC,2009-09-02T07:00:00Z,NA,7259
CDEC,HMC,2009-09-03T07:00:00Z,NA,6778
CDEC,HMC,2009-09-04T07:00:00Z,NA,6063
CDEC,HMC,2009-09-05T07:00:00Z,NA,6059
CDEC,HMC,2009-09-06T07:00:00Z,NA,6121
CDEC,HMC,2009-09-07T07:00:00Z,NA,6140
CDEC,HMC,2009-09-08T07:00:00Z,NA,6349
CDEC,HMC,2009-09-09T07:00:00Z,NA,6152
CDEC,HMC,2009-09-10T07:00:00Z,NA,6096
CDEC,HMC,2009-09-11T07:00:00Z,NA,6268
CDEC,HMC,2009-09-12T07:00:00Z,NA,6362
CDEC,HMC,2009-09-13T07:00:00Z,NA,6311
CDEC,HMC,2009-09-14T07:00:00Z,NA,6121
CDEC,HMC,2009-09-15T07:00:00Z,NA,5875
CDEC,HMC,2009-09-16T07:00:00Z,NA,5927
CDEC,HMC,2009-09-17T07:00:00Z,NA,5962
CDEC,HMC,2009-09-18T07:00:00Z,NA,5769
CDEC,HMC,2009-09-19T07:00:00Z,NA,5574
CDEC,HMC,2009-09-20T07:00:00Z,NA,5675
CDEC,HMC,2009-09-21T07:00:00Z,NA,5670
CDEC,HMC,2009-09-22T07:00:00Z,NA,5450
CDEC,HMC,2009-09-23T07:00:00Z,NA,5466
CDEC,HMC,2009-09-24T07:00:00Z,NA,5499
CDEC,HMC,2009-09-25T07:00:00Z,NA,5332
CDEC,HMC,2009-09-26T07:00:00Z,NA,5108
CDEC,HMC,2009-09-27T07:00:00Z,NA,5029
CDEC,HMC,2009-09-28T07:00:00Z,NA,5011
CDEC,HMC,2009-09-29T07:00:00Z,NA,5022
CDEC,HMC,2009-09-30T07:00:00Z,NA,5126
CDEC,HMC,2009-10-01T07:00:00Z,NA,5075
CDEC,HMC,2009-10-02T07:00:00Z,NA,5098
CDEC,HMC,2009-10-03T07:00:00Z,NA,5081
CDEC,HMC,2009-10-04T07:00:00Z,NA,5000
CDEC,HMC,2009-10-05T07:00:00Z,NA,4915
CDEC,HMC,2009-10-06T07:00:00Z,NA,4883
CDEC,HMC,2009-10-07T07:00:00Z,NA,4938
CDEC,HMC,2009-10-08T07:00:00Z,NA,4838
CDEC,HMC,2009-10-09T07:00:00Z,NA,4875
CDEC,HMC,2009-10-10T07:00:00Z,NA,4784
CDEC,HMC,2009-10-11T07:00:00Z,NA,4743
CDEC,HMC,2009-10-12T07:00:00Z,NA,4767
CDEC,HMC,2009-10-13T07:00:00Z,NA,5387
CDEC,HMC,2009-10-14T07:00:00Z,NA,6102
CDEC,HMC,2009-10-15T07:00:00Z,NA,6080
CDEC,HMC,2009-10-16T07:00:00Z,NA,5738
CDEC,HMC,2009-10-17T07:00:00Z,NA,5412
CDEC,HMC,2009-10-18T07:00:00Z,NA,5176
CDEC,HMC,2009-10-19T07:00:00Z,NA,5585
CDEC,HMC,2009-10-20T07:00:00Z,NA,5833
CDEC,HMC,2009-10-21T07:00:00Z,NA,5380
CDEC,HMC,2009-10-22T07:00:00Z,NA,5335
CDEC,HMC,2009-10-23T07:00:00Z,NA,5233
CDEC,HMC,2009-10-24T07:00:00Z,NA,5171
CDEC,HMC,2009-10-25T07:00:00Z,NA,5007
CDEC,HMC,2009-10-26T07:00:00Z,NA,4951
CDEC,HMC,2009-10-27T07:00:00Z,NA,4948
CDEC,HMC,2009-10-28T07:00:00Z,NA,4736
CDEC,HMC,2009-10-29T07:00:00Z,NA,4785
CDEC,HMC,2009-10-30T07:00:00Z,NA,4773
CDEC,HMC,2009-10-31T07:00:00Z,NA,4849
CDEC,HMC,2009-11-01T07:00:00Z,NA,4912
CDEC,HMC,2009-11-02T08:00:00Z,NA,5014
CDEC,HMC,2009-11-03T08:00:00Z,NA,4973
CDEC,HMC,2009-11-04T08:00:00Z,NA,4953
CDEC,HMC,2009-11-05T08:00:00Z,NA,5001
CDEC,HMC,2009-11-06T08:00:00Z,NA,4966
CDEC,HMC,2009-11-07T08:00:00Z,NA,5140
CDEC,HMC,2009-11-08T08:00:00Z,NA,5111
CDEC,HMC,2009-11-09T08:00:00Z,NA,5089
CDEC,HMC,2009-11-10T08:00:00Z,NA,5033
CDEC,HMC,2009-11-11T08:00:00Z,NA,5100
CDEC,HMC,2009-11-12T08:00:00Z,NA,4979
CDEC,HMC,2009-11-13T08:00:00Z,NA,4739
CDEC,HMC,2009-11-14T08:00:00Z,NA,4899
CDEC,HMC,2009-11-15T08:00:00Z,NA,4801
CDEC,HMC,2009-11-16T08:00:00Z,NA,4660
CDEC,HMC,2009-11-17T08:00:00Z,NA,4568
CDEC,HMC,2009-11-18T08:00:00Z,NA,4519
CDEC,HMC,2009-11-19T08:00:00Z,NA,4533
CDEC,HMC,2009-11-20T08:00:00Z,NA,4616
CDEC,HMC,2009-11-21T08:00:00Z,NA,4637
CDEC,HMC,2009-11-22T08:00:00Z,NA,4455
CDEC,HMC,2009-11-23T08:00:00Z,NA,4293
CDEC,HMC,2009-11-24T08:00:00Z,NA,4154
CDEC,HMC,2009-11-25T08:00:00Z,NA,4120
CDEC,HMC,2009-11-26T08:00:00Z,NA,4124
CDEC,HMC,2009-11-27T08:00:00Z,NA,4082
CDEC,HMC,2009-11-28T08:00:00Z,NA,3994
CDEC,HMC,2009-11-29T08:00:00Z,NA,3938
CDEC,HMC,2009-11-30T08:00:00Z,NA,3851
CDEC,HMC,2009-12-01T08:00:00Z,NA,3794
CDEC,HMC,2009-12-02T08:00:00Z,NA,3672
CDEC,HMC,2009-12-03T08:00:00Z,NA,3593
CDEC,HMC,2009-12-04T08:00:00Z,NA,3580
CDEC,HMC,2009-12-05T08:00:00Z,NA,3563
CDEC,HMC,2009-12-06T08:00:00Z,NA,3552
CDEC,HMC,2009-12-07T08:00:00Z,NA,3562
CDEC,HMC,2009-12-08T08:00:00Z,NA,3562
CDEC,HMC,2009-12-09T08:00:00Z,NA,3566
CDEC,HMC,2009-12-10T08:00:00Z,NA,3562
CDEC,HMC,2009-12-11T08:00:00Z,NA,3644
CDEC,HMC,2009-12-12T08:00:00Z,NA,3786
CDEC,HMC,2009-12-13T08:00:00Z,NA,4388
CDEC,HMC,2009-12-14T08:00:00Z,NA,4284
CDEC,HMC,2009-12-15T08:00:00Z,NA,3981
CDEC,HMC,2009-12-16T08:00:00Z,NA,4866
CDEC,HMC,2009-12-17T08:00:00Z,NA,6387
CDEC,HMC,2009-12-18T08:00:00Z,NA,5052
CDEC,HMC,2009-12-19T08:00:00Z,NA,4478
CDEC,HMC,2009-12-20T08:00:00Z,NA,4291
CDEC,HMC,2009-12-21T08:00:00Z,NA,4285
CDEC,HMC,2009-12-22T08:00:00Z,NA,5349
CDEC,HMC,2009-12-23T08:00:00Z,NA,4978
CDEC,HMC,2009-12-24T08:00:00Z,NA,4419
CDEC,HMC,2009-12-25T08:00:00Z,NA,4169
CDEC,HMC,2009-12-26T08:00:00Z,NA,4049
CDEC,HMC,2009-12-27T08:00:00Z,NA,4036
CDEC,HMC,2009-12-28T08:00:00Z,NA,4095
CDEC,HMC,2009-12-29T08:00:00Z,NA,4089
CDEC,HMC,2009-12-30T08:00:00Z,NA,4134
CDEC,HMC,2009-12-31T08:00:00Z,NA,4529
CDEC,HMC,2010-01-01T08:00:00Z,NA,4322
CDEC,HMC,2010-01-02T08:00:00Z,NA,5924
CDEC,HMC,2010-01-03T08:00:00Z,NA,5686
CDEC,HMC,2010-01-04T08:00:00Z,NA,4924
CDEC,HMC,2010-01-05T08:00:00Z,NA,4592
CDEC,HMC,2010-01-06T08:00:00Z,NA,4365
CDEC,HMC,2010-01-07T08:00:00Z,NA,4242
CDEC,HMC,2010-01-08T08:00:00Z,NA,4182
CDEC,HMC,2010-01-09T08:00:00Z,NA,4144
CDEC,HMC,2010-01-10T08:00:00Z,NA,4116
CDEC,HMC,2010-01-11T08:00:00Z,NA,4068
CDEC,HMC,2010-01-12T08:00:00Z,NA,4466
CDEC,HMC,2010-01-13T08:00:00Z,NA,11059
CDEC,HMC,2010-01-14T08:00:00Z,NA,10314
CDEC,HMC,2010-01-15T08:00:00Z,NA,7052
CDEC,HMC,2010-01-16T08:00:00Z,NA,6172
CDEC,HMC,2010-01-17T08:00:00Z,NA,5780
CDEC,HMC,2010-01-18T08:00:00Z,NA,11902
CDEC,HMC,2010-01-19T08:00:00Z,NA,36968
CDEC,HMC,2010-01-20T08:00:00Z,NA,55371
CDEC,HMC,2010-01-21T08:00:00Z,NA,61622
CDEC,HMC,2010-01-22T08:00:00Z,NA,24347
CDEC,HMC,2010-01-23T08:00:00Z,NA,15462
CDEC,HMC,2010-01-24T08:00:00Z,NA,18135
CDEC,HMC,2010-01-25T08:00:00Z,NA,33077
CDEC,HMC,2010-01-26T08:00:00Z,NA,63421
CDEC,HMC,2010-01-27T08:00:00Z,NA,24349
CDEC,HMC,2010-01-28T08:00:00Z,NA,13694
CDEC,HMC,2010-01-29T08:00:00Z,NA,10896
CDEC,HMC,2010-01-30T08:00:00Z,NA,9699
CDEC,HMC,2010-01-31T08:00:00Z,NA,11360
CDEC,HMC,2010-02-01T08:00:00Z,NA,9456
CDEC,HMC,2010-02-02T08:00:00Z,NA,9821
CDEC,HMC,2010-02-03T08:00:00Z,NA,9205
CDEC,HMC,2010-02-04T08:00:00Z,NA,8522
CDEC,HMC,2010-02-05T08:00:00Z,NA,31474
CDEC,HMC,2010-02-06T08:00:00Z,NA,27983
CDEC,HMC,2010-02-07T08:00:00Z,NA,25384
CDEC,HMC,2010-02-08T08:00:00Z,NA,14695
CDEC,HMC,2010-02-09T08:00:00Z,NA,13889
CDEC,HMC,2010-02-10T08:00:00Z,NA,13144
CDEC,HMC,2010-02-11T08:00:00Z,NA,10489
CDEC,HMC,2010-02-12T08:00:00Z,NA,9917
CDEC,HMC,2010-02-13T08:00:00Z,NA,9822
CDEC,HMC,2010-02-14T08:00:00Z,NA,9270
CDEC,HMC,2010-02-15T08:00:00Z,NA,8741
CDEC,HMC,2010-02-16T08:00:00Z,NA,8423
CDEC,HMC,2010-02-17T08:00:00Z,NA,8239
CDEC,HMC,2010-02-18T08:00:00Z,NA,8087
CDEC,HMC,2010-02-19T08:00:00Z,NA,7921
CDEC,HMC,2010-02-20T08:00:00Z,NA,7709
CDEC,HMC,2010-02-21T08:00:00Z,NA,8381
CDEC,HMC,2010-02-22T08:00:00Z,NA,8541
CDEC,HMC,2010-02-23T08:00:00Z,NA,7514
CDEC,HMC,2010-02-24T08:00:00Z,NA,16518
CDEC,HMC,2010-02-25T08:00:00Z,NA,15051
CDEC,HMC,2010-02-26T08:00:00Z,NA,10624
CDEC,HMC,2010-02-27T08:00:00Z,NA,23801
CDEC,HMC,2010-02-28T08:00:00Z,NA,14618
CDEC,HMC,2010-03-01T08:00:00Z,NA,11169
CDEC,HMC,2010-03-02T08:00:00Z,NA,9812
CDEC,HMC,2010-03-03T08:00:00Z,NA,12854
CDEC,HMC,2010-03-04T08:00:00Z,NA,18836
CDEC,HMC,2010-03-05T08:00:00Z,NA,11651
CDEC,HMC,2010-03-06T08:00:00Z,NA,9899
CDEC,HMC,2010-03-07T08:00:00Z,NA,8933
CDEC,HMC,2010-03-08T08:00:00Z,NA,8369
CDEC,HMC,2010-03-09T08:00:00Z,NA,8399
CDEC,HMC,2010-03-10T08:00:00Z,NA,8001
CDEC,HMC,2010-03-11T08:00:00Z,NA,7849
CDEC,HMC,2010-03-12T08:00:00Z,NA,7405
CDEC,HMC,2010-03-13T08:00:00Z,NA,9340
CDEC,HMC,2010-03-14T08:00:00Z,NA,8798
CDEC,HMC,2010-03-15T07:00:00Z,NA,7870
CDEC,HMC,2010-03-16T07:00:00Z,NA,7368
CDEC,HMC,2010-03-17T07:00:00Z,NA,7224
CDEC,HMC,2010-03-18T07:00:00Z,NA,7094
CDEC,HMC,2010-03-19T07:00:00Z,NA,6972
CDEC,HMC,2010-03-20T07:00:00Z,NA,6784
CDEC,HMC,2010-03-21T07:00:00Z,NA,6696
CDEC,HMC,2010-03-22T07:00:00Z,NA,6628
CDEC,HMC,2010-03-23T07:00:00Z,NA,6550
CDEC,HMC,2010-03-24T07:00:00Z,NA,6391
CDEC,HMC,2010-03-25T07:00:00Z,NA,6304
CDEC,HMC,2010-03-26T07:00:00Z,NA,6356
CDEC,HMC,2010-03-27T07:00:00Z,NA,6204
CDEC,HMC,2010-03-28T07:00:00Z,NA,6019
CDEC,HMC,2010-03-29T07:00:00Z,NA,6034
CDEC,HMC,2010-03-30T07:00:00Z,NA,6780
CDEC,HMC,2010-03-31T07:00:00Z,NA,7398
CDEC,HMC,2010-04-01T07:00:00Z,NA,6818
CDEC,HMC,2010-04-02T07:00:00Z,NA,6394
CDEC,HMC,2010-04-03T07:00:00Z,NA,6974
CDEC,HMC,2010-04-04T07:00:00Z,NA,6948
CDEC,HMC,2010-04-05T07:00:00Z,NA,7297
CDEC,HMC,2010-04-06T07:00:00Z,NA,7387
CDEC,HMC,2010-04-07T07:00:00Z,NA,6595
CDEC,HMC,2010-04-08T07:00:00Z,NA,6337
CDEC,HMC,2010-04-09T07:00:00Z,NA,6304
CDEC,HMC,2010-04-10T07:00:00Z,NA,6370
CDEC,HMC,2010-04-11T07:00:00Z,NA,6438
CDEC,HMC,2010-04-12T07:00:00Z,NA,11049
CDEC,HMC,2010-04-13T07:00:00Z,NA,18759
CDEC,HMC,2010-04-14T07:00:00Z,NA,13450
CDEC,HMC,2010-04-15T07:00:00Z,NA,11875
CDEC,HMC,2010-04-16T07:00:00Z,NA,10501
CDEC,HMC,2010-04-17T07:00:00Z,NA,10020
CDEC,HMC,2010-04-18T07:00:00Z,NA,9422
CDEC,HMC,2010-04-19T07:00:00Z,NA,9302
CDEC,HMC,2010-04-20T07:00:00Z,NA,10176
CDEC,HMC,2010-04-21T07:00:00Z,NA,14708
CDEC,HMC,2010-04-22T07:00:00Z,NA,12627
CDEC,HMC,2010-04-23T07:00:00Z,NA,10778
CDEC,HMC,2010-04-24T07:00:00Z,NA,9897
CDEC,HMC,2010-04-25T07:00:00Z,NA,9924
CDEC,HMC,2010-04-26T07:00:00Z,NA,9465
CDEC,HMC,2010-04-27T07:00:00Z,NA,9422
CDEC,HMC,2010-04-28T07:00:00Z,NA,13119
CDEC,HMC,2010-04-29T07:00:00Z,NA,11713
CDEC,HMC,2010-04-30T07:00:00Z,NA,10094
CDEC,HMC,2010-05-01T07:00:00Z,NA,9236
CDEC,HMC,2010-05-02T07:00:00Z,NA,9037
CDEC,HMC,2010-05-03T07:00:00Z,NA,8889
CDEC,HMC,2010-05-04T07:00:00Z,NA,8533
CDEC,HMC,2010-05-05T07:00:00Z,NA,8202
CDEC,HMC,2010-05-06T07:00:00Z,NA,7758
CDEC,HMC,2010-05-07T07:00:00Z,NA,7393
CDEC,HMC,2010-05-08T07:00:00Z,NA,7090
CDEC,HMC,2010-05-09T07:00:00Z,NA,6906
CDEC,HMC,2010-05-10T07:00:00Z,NA,6843
CDEC,HMC,2010-05-11T07:00:00Z,NA,7268
CDEC,HMC,2010-05-12T07:00:00Z,NA,7061
CDEC,HMC,2010-05-13T07:00:00Z,NA,6597
CDEC,HMC,2010-05-14T07:00:00Z,NA,6451
CDEC,HMC,2010-05-15T07:00:00Z,NA,6836
CDEC,HMC,2010-05-16T07:00:00Z,NA,7087
CDEC,HMC,2010-05-17T07:00:00Z,NA,7343
CDEC,HMC,2010-05-18T07:00:00Z,NA,7643
CDEC,HMC,2010-05-19T07:00:00Z,NA,7899
CDEC,HMC,2010-05-20T07:00:00Z,NA,7887
CDEC,HMC,2010-05-21T07:00:00Z,NA,7961
CDEC,HMC,2010-05-22T07:00:00Z,NA,7702
CDEC,HMC,2010-05-23T07:00:00Z,NA,7519
CDEC,HMC,2010-05-24T07:00:00Z,NA,7321
CDEC,HMC,2010-05-25T07:00:00Z,NA,7415
CDEC,HMC,2010-05-26T07:00:00Z,NA,8252
CDEC,HMC,2010-05-27T07:00:00Z,NA,9373
CDEC,HMC,2010-05-28T07:00:00Z,NA,10586
CDEC,HMC,2010-05-29T07:00:00Z,NA,11816
CDEC,HMC,2010-05-30T07:00:00Z,NA,13120
CDEC,HMC,2010-05-31T07:00:00Z,NA,13092
CDEC,HMC,2010-06-01T07:00:00Z,NA,12752
CDEC,HMC,2010-06-02T07:00:00Z,NA,10020
CDEC,HMC,2010-06-03T07:00:00Z,NA,13075
CDEC,HMC,2010-06-04T07:00:00Z,NA,13710
CDEC,HMC,2010-06-05T07:00:00Z,NA,14023
CDEC,HMC,2010-06-06T07:00:00Z,NA,14073
CDEC,HMC,2010-06-07T07:00:00Z,NA,13825
CDEC,HMC,2010-06-08T07:00:00Z,NA,13417
CDEC,HMC,2010-06-09T07:00:00Z,NA,11755
CDEC,HMC,2010-06-10T07:00:00Z,NA,10436
CDEC,HMC,2010-06-11T07:00:00Z,NA,9821
CDEC,HMC,2010-06-12T07:00:00Z,NA,8883
CDEC,HMC,2010-06-13T07:00:00Z,NA,9351
CDEC,HMC,2010-06-14T07:00:00Z,NA,8959
CDEC,HMC,2010-06-15T07:00:00Z,NA,8033
CDEC,HMC,2010-06-16T07:00:00Z,NA,8018
CDEC,HMC,2010-06-17T07:00:00Z,NA,7719
CDEC,HMC,2010-06-18T07:00:00Z,NA,7471
CDEC,HMC,2010-06-19T07:00:00Z,NA,7294
CDEC,HMC,2010-06-20T07:00:00Z,NA,7451
CDEC,HMC,2010-06-21T07:00:00Z,NA,7650
CDEC,HMC,2010-06-22T07:00:00Z,NA,7912
CDEC,HMC,2010-06-23T07:00:00Z,NA,8061
CDEC,HMC,2010-06-24T07:00:00Z,NA,7868
CDEC,HMC,2010-06-25T07:00:00Z,NA,7500
CDEC,HMC,2010-06-26T07:00:00Z,NA,7311
CDEC,HMC,2010-06-27T07:00:00Z,NA,7357
CDEC,HMC,2010-06-28T07:00:00Z,NA,7553
CDEC,HMC,2010-06-29T07:00:00Z,NA,7832
CDEC,HMC,2010-06-30T07:00:00Z,NA,7968
CDEC,HMC,2010-07-01T07:00:00Z,NA,7739
CDEC,HMC,2010-07-02T07:00:00Z,NA,7635
CDEC,HMC,2010-07-03T07:00:00Z,NA,7338
CDEC,HMC,2010-07-04T07:00:00Z,NA,7542
CDEC,HMC,2010-07-05T07:00:00Z,NA,7519
CDEC,HMC,2010-07-06T07:00:00Z,NA,7406
CDEC,HMC,2010-07-07T07:00:00Z,NA,7253
CDEC,HMC,2010-07-08T07:00:00Z,NA,7396
CDEC,HMC,2010-07-09T07:00:00Z,NA,7622
CDEC,HMC,2010-07-10T07:00:00Z,NA,7665
CDEC,HMC,2010-07-11T07:00:00Z,NA,7693
CDEC,HMC,2010-07-12T07:00:00Z,NA,7767
CDEC,HMC,2010-07-13T07:00:00Z,NA,7588
CDEC,HMC,2010-07-14T07:00:00Z,NA,7739
CDEC,HMC,2010-07-15T07:00:00Z,NA,7646
CDEC,HMC,2010-07-16T07:00:00Z,NA,7684
CDEC,HMC,2010-07-17T07:00:00Z,NA,7601
CDEC,HMC,2010-07-18T07:00:00Z,NA,7662
CDEC,HMC,2010-07-19T07:00:00Z,NA,7745
CDEC,HMC,2010-07-20T07:00:00Z,NA,7736
CDEC,HMC,2010-07-21T07:00:00Z,NA,7644
CDEC,HMC,2010-07-22T07:00:00Z,NA,7557
CDEC,HMC,2010-07-23T07:00:00Z,NA,7581
CDEC,HMC,2010-07-24T07:00:00Z,NA,7625
CDEC,HMC,2010-07-25T07:00:00Z,NA,7617
CDEC,HMC,2010-07-26T07:00:00Z,NA,7505
CDEC,HMC,2010-07-27T07:00:00Z,NA,7481
CDEC,HMC,2010-07-28T07:00:00Z,NA,7577
CDEC,HMC,2010-07-29T07:00:00Z,NA,7543
CDEC,HMC,2010-07-30T07:00:00Z,NA,7685
CDEC,HMC,2010-07-31T07:00:00Z,NA,7792
CDEC,HMC,2010-08-01T07:00:00Z,NA,7690
CDEC,HMC,2010-08-02T07:00:00Z,NA,7652
CDEC,HMC,2010-08-03T07:00:00Z,NA,7726
CDEC,HMC,2010-08-04T07:00:00Z,NA,7746
CDEC,HMC,2010-08-05T07:00:00Z,NA,7622
CDEC,HMC,2010-08-06T07:00:00Z,NA,7524
CDEC,HMC,2010-08-07T07:00:00Z,NA,7393
CDEC,HMC,2010-08-08T07:00:00Z,NA,7191
CDEC,HMC,2010-08-09T07:00:00Z,NA,6934
CDEC,HMC,2010-08-10T07:00:00Z,NA,6925
CDEC,HMC,2010-08-11T07:00:00Z,NA,6777
CDEC,HMC,2010-08-12T07:00:00Z,NA,6574
CDEC,HMC,2010-08-13T07:00:00Z,NA,6415
CDEC,HMC,2010-08-14T07:00:00Z,NA,6292
CDEC,HMC,2010-08-15T07:00:00Z,NA,6141
CDEC,HMC,2010-08-16T07:00:00Z,NA,6059
CDEC,HMC,2010-08-17T07:00:00Z,NA,6421
CDEC,HMC,2010-08-18T07:00:00Z,NA,6703
CDEC,HMC,2010-08-19T07:00:00Z,NA,6370
CDEC,HMC,2010-08-20T07:00:00Z,NA,5885
CDEC,HMC,2010-08-21T07:00:00Z,NA,5694
CDEC,HMC,2010-08-22T07:00:00Z,NA,5672
CDEC,HMC,2010-08-23T07:00:00Z,NA,5710
CDEC,HMC,2010-08-24T07:00:00Z,NA,5782
CDEC,HMC,2010-08-25T07:00:00Z,NA,5624
CDEC,HMC,2010-08-26T07:00:00Z,NA,5667
CDEC,HMC,2010-08-27T07:00:00Z,NA,5540
CDEC,HMC,2010-08-28T07:00:00Z,NA,5461
CDEC,HMC,2010-08-29T07:00:00Z,NA,5400
CDEC,HMC,2010-08-30T07:00:00Z,NA,5540
CDEC,HMC,2010-08-31T07:00:00Z,NA,5656
CDEC,HMC,2010-09-01T07:00:00Z,NA,5561
CDEC,HMC,2010-09-02T07:00:00Z,NA,5806
CDEC,HMC,2010-09-03T07:00:00Z,NA,5740
CDEC,HMC,2010-09-04T07:00:00Z,NA,5759
CDEC,HMC,2010-09-05T07:00:00Z,NA,5868
CDEC,HMC,2010-09-06T07:00:00Z,NA,5697
CDEC,HMC,2010-09-07T07:00:00Z,NA,5570
CDEC,HMC,2010-09-08T07:00:00Z,NA,5589
CDEC,HMC,2010-09-09T07:00:00Z,NA,5757
CDEC,HMC,2010-09-10T07:00:00Z,NA,5958
CDEC,HMC,2010-09-11T07:00:00Z,NA,6011
CDEC,HMC,2010-09-12T07:00:00Z,NA,6143
CDEC,HMC,2010-09-13T07:00:00Z,NA,6228
CDEC,HMC,2010-09-14T07:00:00Z,NA,6074
CDEC,HMC,2010-09-15T07:00:00Z,NA,5930
CDEC,HMC,2010-09-16T07:00:00Z,NA,5821
CDEC,HMC,2010-09-17T07:00:00Z,NA,5824
CDEC,HMC,2010-09-18T07:00:00Z,NA,5848
CDEC,HMC,2010-09-19T07:00:00Z,NA,5867
CDEC,HMC,2010-09-20T07:00:00Z,NA,5870
CDEC,HMC,2010-09-21T07:00:00Z,NA,5866
CDEC,HMC,2010-09-22T07:00:00Z,NA,5919
CDEC,HMC,2010-09-23T07:00:00Z,NA,5902
CDEC,HMC,2010-09-24T07:00:00Z,NA,5918
CDEC,HMC,2010-09-25T07:00:00Z,NA,5850
CDEC,HMC,2010-09-26T07:00:00Z,NA,5790
CDEC,HMC,2010-09-27T07:00:00Z,NA,5766
CDEC,HMC,2010-09-28T07:00:00Z,NA,5752
CDEC,HMC,2010-09-29T07:00:00Z,NA,5776
CDEC,HMC,2010-09-30T07:00:00Z,NA,5813
CDEC,HMC,2010-10-01T07:00:00Z,NA,5800
CDEC,HMC,2010-10-02T07:00:00Z,NA,5673
CDEC,HMC,2010-10-03T07:00:00Z,NA,5627
CDEC,HMC,2010-10-04T07:00:00Z,NA,5655
CDEC,HMC,2010-10-05T07:00:00Z,NA,5675
CDEC,HMC,2010-10-06T07:00:00Z,NA,5596
CDEC,HMC,2010-10-07T07:00:00Z,NA,5631
CDEC,HMC,2010-10-08T07:00:00Z,NA,5521
CDEC,HMC,2010-10-09T07:00:00Z,NA,5366
CDEC,HMC,2010-10-10T07:00:00Z,NA,5347
CDEC,HMC,2010-10-11T07:00:00Z,NA,5351
CDEC,HMC,2010-10-12T07:00:00Z,NA,5459
CDEC,HMC,2010-10-13T07:00:00Z,NA,5412
CDEC,HMC,2010-10-14T07:00:00Z,NA,5273
CDEC,HMC,2010-10-15T07:00:00Z,NA,5237
CDEC,HMC,2010-10-16T07:00:00Z,NA,5241
CDEC,HMC,2010-10-17T07:00:00Z,NA,5149
CDEC,HMC,2010-10-18T07:00:00Z,NA,5199
CDEC,HMC,2010-10-19T07:00:00Z,NA,5197
CDEC,HMC,2010-10-20T07:00:00Z,NA,5147
CDEC,HMC,2010-10-21T07:00:00Z,NA,5173
CDEC,HMC,2010-10-22T07:00:00Z,NA,5171
CDEC,HMC,2010-10-23T07:00:00Z,NA,5101
CDEC,HMC,2010-10-24T07:00:00Z,NA,5529
CDEC,HMC,2010-10-25T07:00:00Z,NA,10246
CDEC,HMC,2010-10-26T07:00:00Z,NA,7249
CDEC,HMC,2010-10-27T07:00:00Z,NA,6126
CDEC,HMC,2010-10-28T07:00:00Z,NA,5790
CDEC,HMC,2010-10-29T07:00:00Z,NA,6032
CDEC,HMC,2010-10-30T07:00:00Z,NA,6471
CDEC,HMC,2010-10-31T07:00:00Z,NA,6259
CDEC,HMC,2010-11-01T07:00:00Z,NA,6029
CDEC,HMC,2010-11-02T07:00:00Z,NA,6044
CDEC,HMC,2010-11-03T07:00:00Z,NA,5841
CDEC,HMC,2010-11-04T07:00:00Z,NA,5709
CDEC,HMC,2010-11-05T07:00:00Z,NA,5581
CDEC,HMC,2010-11-06T07:00:00Z,NA,5502
CDEC,HMC,2010-11-07T07:00:00Z,NA,5583
CDEC,HMC,2010-11-08T08:00:00Z,NA,6391
CDEC,HMC,2010-11-09T08:00:00Z,NA,6245
