agency_cd,location_id,datetime,parameter_cd,parameter_value
CDEC,VIN,1997-02-23T08:00:00Z,NA,11398
CDEC,VIN,1997-02-24T08:00:00Z,NA,11350
CDEC,VIN,1997-02-25T08:00:00Z,NA,11060
CDEC,VIN,1997-02-26T08:00:00Z,NA,10856
CDEC,VIN,1997-02-27T08:00:00Z,NA,10780
CDEC,VIN,1997-02-28T08:00:00Z,NA,10708
CDEC,VIN,1997-03-01T08:00:00Z,NA,10656
CDEC,VIN,1997-03-02T08:00:00Z,NA,10720
CDEC,VIN,1997-03-03T08:00:00Z,NA,11153
CDEC,VIN,1997-03-04T08:00:00Z,NA,10641
CDEC,VIN,1997-03-05T08:00:00Z,NA,10381
CDEC,VIN,1997-03-06T08:00:00Z,NA,10325
CDEC,VIN,1997-03-07T08:00:00Z,NA,10206
CDEC,VIN,1997-03-08T08:00:00Z,NA,9837
CDEC,VIN,1997-03-09T08:00:00Z,NA,9748
CDEC,VIN,1997-03-10T08:00:00Z,NA,9739
CDEC,VIN,1997-03-11T08:00:00Z,NA,9814
CDEC,VIN,1997-03-12T08:00:00Z,NA,9801
CDEC,VIN,1997-03-13T08:00:00Z,NA,9675
CDEC,VIN,1997-03-14T08:00:00Z,NA,9638
CDEC,VIN,1997-03-15T08:00:00Z,NA,9618
CDEC,VIN,1997-03-16T08:00:00Z,NA,10095
CDEC,VIN,1997-03-17T08:00:00Z,NA,15476
CDEC,VIN,1997-03-18T08:00:00Z,NA,13935
CDEC,VIN,1997-03-19T08:00:00Z,NA,11789
CDEC,VIN,1997-03-20T08:00:00Z,NA,11247
CDEC,VIN,1997-03-21T08:00:00Z,NA,11352
CDEC,VIN,1997-03-22T08:00:00Z,NA,11241
CDEC,VIN,1997-03-23T08:00:00Z,NA,11054
CDEC,VIN,1997-03-24T08:00:00Z,NA,10799
CDEC,VIN,1997-03-25T08:00:00Z,NA,10673
CDEC,VIN,1997-03-26T08:00:00Z,NA,10542
CDEC,VIN,1997-03-27T08:00:00Z,NA,10298
CDEC,VIN,1997-03-28T08:00:00Z,NA,10184
CDEC,VIN,1997-03-29T08:00:00Z,NA,10072
CDEC,VIN,1997-03-30T08:00:00Z,NA,10059
CDEC,VIN,1997-03-31T08:00:00Z,NA,10026
CDEC,VIN,1997-04-01T08:00:00Z,NA,9772
CDEC,VIN,1997-04-02T08:00:00Z,NA,9551
CDEC,VIN,1997-04-03T08:00:00Z,NA,9509
CDEC,VIN,1997-04-04T08:00:00Z,NA,9381
CDEC,VIN,1997-04-05T08:00:00Z,NA,9208
CDEC,VIN,1997-04-06T08:00:00Z,NA,9170
CDEC,VIN,1997-04-07T07:00:00Z,NA,9174
CDEC,VIN,1997-04-08T07:00:00Z,NA,9034
CDEC,VIN,1997-04-09T07:00:00Z,NA,9011
CDEC,VIN,1997-04-10T07:00:00Z,NA,8995
CDEC,VIN,1997-04-11T07:00:00Z,NA,8932
CDEC,VIN,1997-04-12T07:00:00Z,NA,8857
CDEC,VIN,1997-04-13T07:00:00Z,NA,8832
CDEC,VIN,1997-04-14T07:00:00Z,NA,9170
CDEC,VIN,1997-04-15T07:00:00Z,NA,9412
CDEC,VIN,1997-04-16T07:00:00Z,NA,9335
CDEC,VIN,1997-04-17T07:00:00Z,NA,9357
CDEC,VIN,1997-04-18T07:00:00Z,NA,9689
CDEC,VIN,1997-04-19T07:00:00Z,NA,10909
CDEC,VIN,1997-04-20T07:00:00Z,NA,11865
CDEC,VIN,1997-04-21T07:00:00Z,NA,12072
CDEC,VIN,1997-04-22T07:00:00Z,NA,12074
CDEC,VIN,1997-04-23T07:00:00Z,NA,12567
CDEC,VIN,1997-04-24T07:00:00Z,NA,12034
CDEC,VIN,1997-04-25T07:00:00Z,NA,10705
CDEC,VIN,1997-04-26T07:00:00Z,NA,9681
CDEC,VIN,1997-04-27T07:00:00Z,NA,11049
CDEC,VIN,1997-04-28T07:00:00Z,NA,11163
CDEC,VIN,1997-04-29T07:00:00Z,NA,11555
CDEC,VIN,1997-04-30T07:00:00Z,NA,11743
CDEC,VIN,1997-05-01T07:00:00Z,NA,11317
CDEC,VIN,1997-05-02T07:00:00Z,NA,12353
CDEC,VIN,1997-05-03T07:00:00Z,NA,11666
CDEC,VIN,1997-05-04T07:00:00Z,NA,11376
CDEC,VIN,1997-05-05T07:00:00Z,NA,11033
CDEC,VIN,1997-05-06T07:00:00Z,NA,11116
CDEC,VIN,1997-05-07T07:00:00Z,NA,11245
CDEC,VIN,1997-05-08T07:00:00Z,NA,11660
CDEC,VIN,1997-05-09T07:00:00Z,NA,11738
CDEC,VIN,1997-05-10T07:00:00Z,NA,11680
CDEC,VIN,1997-05-11T07:00:00Z,NA,12039
CDEC,VIN,1997-05-12T07:00:00Z,NA,12623
CDEC,VIN,1997-05-13T07:00:00Z,NA,12526
CDEC,VIN,1997-05-14T07:00:00Z,NA,11938
CDEC,VIN,1997-05-15T07:00:00Z,NA,11503
CDEC,VIN,1997-05-16T07:00:00Z,NA,11118
CDEC,VIN,1997-05-17T07:00:00Z,NA,11383
CDEC,VIN,1997-05-18T07:00:00Z,NA,11116
CDEC,VIN,1997-05-19T07:00:00Z,NA,11148
CDEC,VIN,1997-05-20T07:00:00Z,NA,10975
CDEC,VIN,1997-05-21T07:00:00Z,NA,11166
CDEC,VIN,1997-05-22T07:00:00Z,NA,11634
CDEC,VIN,1997-05-23T07:00:00Z,NA,12247
CDEC,VIN,1997-05-24T07:00:00Z,NA,12962
CDEC,VIN,1997-05-25T07:00:00Z,NA,12900
CDEC,VIN,1997-05-26T07:00:00Z,NA,13088
CDEC,VIN,1997-05-27T07:00:00Z,NA,13026
CDEC,VIN,1997-05-28T07:00:00Z,NA,12818
CDEC,VIN,1997-05-29T07:00:00Z,NA,12011
CDEC,VIN,1997-05-30T07:00:00Z,NA,11493
CDEC,VIN,1997-05-31T07:00:00Z,NA,11535
CDEC,VIN,1997-06-01T07:00:00Z,NA,11754
CDEC,VIN,1997-06-02T07:00:00Z,NA,12228
CDEC,VIN,1997-06-03T07:00:00Z,NA,12345
CDEC,VIN,1997-06-04T07:00:00Z,NA,13190
CDEC,VIN,1997-06-05T07:00:00Z,NA,13351
CDEC,VIN,1997-06-06T07:00:00Z,NA,12964
CDEC,VIN,1997-06-07T07:00:00Z,NA,12930
CDEC,VIN,1997-06-08T07:00:00Z,NA,12894
CDEC,VIN,1997-06-09T07:00:00Z,NA,13173
CDEC,VIN,1997-06-10T07:00:00Z,NA,13232
CDEC,VIN,1997-06-11T07:00:00Z,NA,13927
CDEC,VIN,1997-06-12T07:00:00Z,NA,14890
CDEC,VIN,1997-06-13T07:00:00Z,NA,15483
CDEC,VIN,1997-06-14T07:00:00Z,NA,15884
CDEC,VIN,1997-06-15T07:00:00Z,NA,16478
CDEC,VIN,1997-06-16T07:00:00Z,NA,16735
CDEC,VIN,1997-06-17T07:00:00Z,NA,15659
CDEC,VIN,1997-06-18T07:00:00Z,NA,15061
CDEC,VIN,1997-06-19T07:00:00Z,NA,14976
CDEC,VIN,1997-06-20T07:00:00Z,NA,14792
CDEC,VIN,1997-06-21T07:00:00Z,NA,14190
CDEC,VIN,1997-06-22T07:00:00Z,NA,14282
CDEC,VIN,1997-06-23T07:00:00Z,NA,14476
CDEC,VIN,1997-06-24T07:00:00Z,NA,14323
CDEC,VIN,1997-06-25T07:00:00Z,NA,14472
CDEC,VIN,1997-06-26T07:00:00Z,NA,14225
CDEC,VIN,1997-06-27T07:00:00Z,NA,14516
CDEC,VIN,1997-06-28T07:00:00Z,NA,14661
CDEC,VIN,1997-06-29T07:00:00Z,NA,14661
CDEC,VIN,1997-06-30T07:00:00Z,NA,14620
CDEC,VIN,1997-07-01T07:00:00Z,NA,15284
CDEC,VIN,1997-07-02T07:00:00Z,NA,15462
CDEC,VIN,1997-07-03T07:00:00Z,NA,15531
CDEC,VIN,1997-07-04T07:00:00Z,NA,15186
CDEC,VIN,1997-07-05T07:00:00Z,NA,15067
CDEC,VIN,1997-07-06T07:00:00Z,NA,14978
CDEC,VIN,1997-07-07T07:00:00Z,NA,14859
CDEC,VIN,1997-07-08T07:00:00Z,NA,14616
CDEC,VIN,1997-07-09T07:00:00Z,NA,15149
CDEC,VIN,1997-07-10T07:00:00Z,NA,15234
CDEC,VIN,1997-07-11T07:00:00Z,NA,15208
CDEC,VIN,1997-07-12T07:00:00Z,NA,15318
CDEC,VIN,1997-07-13T07:00:00Z,NA,15231
CDEC,VIN,1997-07-14T07:00:00Z,NA,15481
CDEC,VIN,1997-07-15T07:00:00Z,NA,15341
CDEC,VIN,1997-07-16T07:00:00Z,NA,15408
CDEC,VIN,1997-07-17T07:00:00Z,NA,NA
CDEC,VIN,1997-07-18T07:00:00Z,NA,15119
CDEC,VIN,1997-07-19T07:00:00Z,NA,15141
CDEC,VIN,1997-07-20T07:00:00Z,NA,15178
CDEC,VIN,1997-07-21T07:00:00Z,NA,15390
CDEC,VIN,1997-07-22T07:00:00Z,NA,15347
CDEC,VIN,1997-07-23T07:00:00Z,NA,15608
CDEC,VIN,1997-07-24T07:00:00Z,NA,15135
CDEC,VIN,1997-07-25T07:00:00Z,NA,15076
CDEC,VIN,1997-07-26T07:00:00Z,NA,14933
CDEC,VIN,1997-07-27T07:00:00Z,NA,14551
CDEC,VIN,1997-07-28T07:00:00Z,NA,14054
CDEC,VIN,1997-07-29T07:00:00Z,NA,14319
CDEC,VIN,1997-07-30T07:00:00Z,NA,14321
CDEC,VIN,1997-07-31T07:00:00Z,NA,14372
CDEC,VIN,1997-08-01T07:00:00Z,NA,14170
CDEC,VIN,1997-08-02T07:00:00Z,NA,14172
CDEC,VIN,1997-08-03T07:00:00Z,NA,14145
CDEC,VIN,1997-08-04T07:00:00Z,NA,14364
CDEC,VIN,1997-08-05T07:00:00Z,NA,14329
CDEC,VIN,1997-08-06T07:00:00Z,NA,14258
CDEC,VIN,1997-08-07T07:00:00Z,NA,13734
CDEC,VIN,1997-08-08T07:00:00Z,NA,13334
CDEC,VIN,1997-08-09T07:00:00Z,NA,13283
CDEC,VIN,1997-08-10T07:00:00Z,NA,13132
CDEC,VIN,1997-08-11T07:00:00Z,NA,12968
CDEC,VIN,1997-08-12T07:00:00Z,NA,12708
CDEC,VIN,1997-08-13T07:00:00Z,NA,12073
CDEC,VIN,1997-08-14T07:00:00Z,NA,12122
CDEC,VIN,1997-08-15T07:00:00Z,NA,12052
CDEC,VIN,1997-08-16T07:00:00Z,NA,11163
CDEC,VIN,1997-08-17T07:00:00Z,NA,10266
CDEC,VIN,1997-08-18T07:00:00Z,NA,10225
CDEC,VIN,1997-08-19T07:00:00Z,NA,10268
CDEC,VIN,1997-08-20T07:00:00Z,NA,10584
CDEC,VIN,1997-08-21T07:00:00Z,NA,10810
CDEC,VIN,1997-08-22T07:00:00Z,NA,10135
CDEC,VIN,1997-08-23T07:00:00Z,NA,9763
CDEC,VIN,1997-08-24T07:00:00Z,NA,9781
CDEC,VIN,1997-08-25T07:00:00Z,NA,9768
CDEC,VIN,1997-08-26T07:00:00Z,NA,9722
CDEC,VIN,1997-08-27T07:00:00Z,NA,9312
CDEC,VIN,1997-08-28T07:00:00Z,NA,9271
CDEC,VIN,1997-08-29T07:00:00Z,NA,8977
CDEC,VIN,1997-08-30T07:00:00Z,NA,9332
CDEC,VIN,1997-08-31T07:00:00Z,NA,9469
CDEC,VIN,1997-09-01T07:00:00Z,NA,9925
CDEC,VIN,1997-09-02T07:00:00Z,NA,10636
CDEC,VIN,1997-09-03T07:00:00Z,NA,10746
CDEC,VIN,1997-09-04T07:00:00Z,NA,11137
CDEC,VIN,1997-09-05T07:00:00Z,NA,11109
CDEC,VIN,1997-09-06T07:00:00Z,NA,11217
CDEC,VIN,1997-09-07T07:00:00Z,NA,11326
CDEC,VIN,1997-09-08T07:00:00Z,NA,11145
CDEC,VIN,1997-09-09T07:00:00Z,NA,9853
CDEC,VIN,1997-09-10T07:00:00Z,NA,9522
CDEC,VIN,1997-09-11T07:00:00Z,NA,9467
CDEC,VIN,1997-09-12T07:00:00Z,NA,8959
CDEC,VIN,1997-09-13T07:00:00Z,NA,8924
CDEC,VIN,1997-09-14T07:00:00Z,NA,9094
CDEC,VIN,1997-09-15T07:00:00Z,NA,10210
CDEC,VIN,1997-09-16T07:00:00Z,NA,9891
CDEC,VIN,1997-09-17T07:00:00Z,NA,9709
CDEC,VIN,1997-09-18T07:00:00Z,NA,9170
CDEC,VIN,1997-09-19T07:00:00Z,NA,9224
CDEC,VIN,1997-09-20T07:00:00Z,NA,8664
CDEC,VIN,1997-09-21T07:00:00Z,NA,8593
CDEC,VIN,1997-09-22T07:00:00Z,NA,8515
CDEC,VIN,1997-09-23T07:00:00Z,NA,8457
CDEC,VIN,1997-09-24T07:00:00Z,NA,8351
CDEC,VIN,1997-09-25T07:00:00Z,NA,8343
CDEC,VIN,1997-09-26T07:00:00Z,NA,8360
CDEC,VIN,1997-09-27T07:00:00Z,NA,8365
CDEC,VIN,1997-09-28T07:00:00Z,NA,8350
CDEC,VIN,1997-09-29T07:00:00Z,NA,8384
CDEC,VIN,1997-09-30T07:00:00Z,NA,8230
CDEC,VIN,1997-10-01T07:00:00Z,NA,8033
CDEC,VIN,1997-10-02T07:00:00Z,NA,7898
CDEC,VIN,1997-10-03T07:00:00Z,NA,7826
CDEC,VIN,1997-10-04T07:00:00Z,NA,7662
CDEC,VIN,1997-10-05T07:00:00Z,NA,7462
CDEC,VIN,1997-10-06T07:00:00Z,NA,7367
CDEC,VIN,1997-10-07T07:00:00Z,NA,7372
CDEC,VIN,1997-10-08T07:00:00Z,NA,7285
CDEC,VIN,1997-10-09T07:00:00Z,NA,7932
CDEC,VIN,1997-10-10T07:00:00Z,NA,8417
CDEC,VIN,1997-10-11T07:00:00Z,NA,8124
CDEC,VIN,1997-10-12T07:00:00Z,NA,7601
CDEC,VIN,1997-10-13T07:00:00Z,NA,7405
CDEC,VIN,1997-10-14T07:00:00Z,NA,7375
CDEC,VIN,1997-10-15T07:00:00Z,NA,7302
CDEC,VIN,1997-10-16T07:00:00Z,NA,7201
CDEC,VIN,1997-10-17T07:00:00Z,NA,7099
CDEC,VIN,1997-10-18T07:00:00Z,NA,7049
CDEC,VIN,1997-10-19T07:00:00Z,NA,7083
CDEC,VIN,1997-10-20T07:00:00Z,NA,7004
CDEC,VIN,1997-10-21T07:00:00Z,NA,6982
CDEC,VIN,1997-10-22T07:00:00Z,NA,7025
CDEC,VIN,1997-10-23T07:00:00Z,NA,NA
CDEC,VIN,1997-10-24T07:00:00Z,NA,NA
CDEC,VIN,1997-10-25T07:00:00Z,NA,NA
CDEC,VIN,1997-10-26T07:00:00Z,NA,NA
CDEC,VIN,1997-10-27T08:00:00Z,NA,NA
CDEC,VIN,1997-10-28T08:00:00Z,NA,6945
CDEC,VIN,1997-10-29T08:00:00Z,NA,6973
CDEC,VIN,1997-10-30T08:00:00Z,NA,7022
CDEC,VIN,1997-10-31T08:00:00Z,NA,6346
CDEC,VIN,1997-11-01T08:00:00Z,NA,5473
CDEC,VIN,1997-11-02T08:00:00Z,NA,5444
CDEC,VIN,1997-11-03T08:00:00Z,NA,5441
CDEC,VIN,1997-11-04T08:00:00Z,NA,5599
CDEC,VIN,1997-11-05T08:00:00Z,NA,5565
CDEC,VIN,1997-11-06T08:00:00Z,NA,5430
CDEC,VIN,1997-11-07T08:00:00Z,NA,5418
CDEC,VIN,1997-11-08T08:00:00Z,NA,5482
CDEC,VIN,1997-11-09T08:00:00Z,NA,5516
CDEC,VIN,1997-11-10T08:00:00Z,NA,5552
CDEC,VIN,1997-11-11T08:00:00Z,NA,5667
CDEC,VIN,1997-11-12T08:00:00Z,NA,5677
CDEC,VIN,1997-11-13T08:00:00Z,NA,5751
CDEC,VIN,1997-11-14T08:00:00Z,NA,5907
CDEC,VIN,1997-11-15T08:00:00Z,NA,6012
CDEC,VIN,1997-11-16T08:00:00Z,NA,6371
CDEC,VIN,1997-11-17T08:00:00Z,NA,6955
CDEC,VIN,1997-11-18T08:00:00Z,NA,6786
CDEC,VIN,1997-11-19T08:00:00Z,NA,7750
CDEC,VIN,1997-11-20T08:00:00Z,NA,8739
CDEC,VIN,1997-11-21T08:00:00Z,NA,7296
CDEC,VIN,1997-11-22T08:00:00Z,NA,7025
CDEC,VIN,1997-11-23T08:00:00Z,NA,6954
CDEC,VIN,1997-11-24T08:00:00Z,NA,7231
CDEC,VIN,1997-11-25T08:00:00Z,NA,10046
CDEC,VIN,1997-11-26T08:00:00Z,NA,15395
CDEC,VIN,1997-11-27T08:00:00Z,NA,18367
CDEC,VIN,1997-11-28T08:00:00Z,NA,10050
CDEC,VIN,1997-11-29T08:00:00Z,NA,8168
CDEC,VIN,1997-11-30T08:00:00Z,NA,24770
CDEC,VIN,1997-12-01T08:00:00Z,NA,12441
CDEC,VIN,1997-12-02T08:00:00Z,NA,8736
CDEC,VIN,1997-12-03T08:00:00Z,NA,7643
CDEC,VIN,1997-12-04T08:00:00Z,NA,7255
CDEC,VIN,1997-12-05T08:00:00Z,NA,7145
CDEC,VIN,1997-12-06T08:00:00Z,NA,8692
CDEC,VIN,1997-12-07T08:00:00Z,NA,13484
CDEC,VIN,1997-12-08T08:00:00Z,NA,21126
CDEC,VIN,1997-12-09T08:00:00Z,NA,12237
CDEC,VIN,1997-12-10T08:00:00Z,NA,9240
CDEC,VIN,1997-12-11T08:00:00Z,NA,8141
CDEC,VIN,1997-12-12T08:00:00Z,NA,7623
CDEC,VIN,1997-12-13T08:00:00Z,NA,7308
CDEC,VIN,1997-12-14T08:00:00Z,NA,10274
CDEC,VIN,1997-12-15T08:00:00Z,NA,19900
CDEC,VIN,1997-12-16T08:00:00Z,NA,11241
CDEC,VIN,1997-12-17T08:00:00Z,NA,9645
CDEC,VIN,1997-12-18T08:00:00Z,NA,12131
CDEC,VIN,1997-12-19T08:00:00Z,NA,9520
CDEC,VIN,1997-12-20T08:00:00Z,NA,8478
CDEC,VIN,1997-12-21T08:00:00Z,NA,8031
CDEC,VIN,1997-12-22T08:00:00Z,NA,7684
CDEC,VIN,1997-12-23T08:00:00Z,NA,7852
CDEC,VIN,1997-12-24T08:00:00Z,NA,8009
CDEC,VIN,1997-12-25T08:00:00Z,NA,7841
CDEC,VIN,1997-12-26T08:00:00Z,NA,7711
CDEC,VIN,1997-12-27T08:00:00Z,NA,7615
CDEC,VIN,1997-12-28T08:00:00Z,NA,7530
CDEC,VIN,1997-12-29T08:00:00Z,NA,7487
CDEC,VIN,1997-12-30T08:00:00Z,NA,7448
CDEC,VIN,1997-12-31T08:00:00Z,NA,7480
CDEC,VIN,1998-01-01T08:00:00Z,NA,7470
CDEC,VIN,1998-01-02T08:00:00Z,NA,7894
CDEC,VIN,1998-01-03T08:00:00Z,NA,13029
CDEC,VIN,1998-01-04T08:00:00Z,NA,18261
CDEC,VIN,1998-01-05T08:00:00Z,NA,14132
CDEC,VIN,1998-01-06T08:00:00Z,NA,10670
CDEC,VIN,1998-01-07T08:00:00Z,NA,14890
CDEC,VIN,1998-01-08T08:00:00Z,NA,13596
CDEC,VIN,1998-01-09T08:00:00Z,NA,11430
CDEC,VIN,1998-01-10T08:00:00Z,NA,15398
CDEC,VIN,1998-01-11T08:00:00Z,NA,22265
CDEC,VIN,1998-01-12T08:00:00Z,NA,41461
CDEC,VIN,1998-01-13T08:00:00Z,NA,47054
CDEC,VIN,1998-01-14T08:00:00Z,NA,29185
CDEC,VIN,1998-01-15T08:00:00Z,NA,74329
CDEC,VIN,1998-01-16T08:00:00Z,NA,46973
CDEC,VIN,1998-01-17T08:00:00Z,NA,65412
CDEC,VIN,1998-01-18T08:00:00Z,NA,65460
CDEC,VIN,1998-01-19T08:00:00Z,NA,74164
CDEC,VIN,1998-01-20T08:00:00Z,NA,47890
CDEC,VIN,1998-01-21T08:00:00Z,NA,43354
CDEC,VIN,1998-01-22T08:00:00Z,NA,46234
CDEC,VIN,1998-01-23T08:00:00Z,NA,45710
CDEC,VIN,1998-01-24T08:00:00Z,NA,45277
CDEC,VIN,1998-01-25T08:00:00Z,NA,43583
CDEC,VIN,1998-01-26T08:00:00Z,NA,59655
CDEC,VIN,1998-01-27T08:00:00Z,NA,93361
CDEC,VIN,1998-01-28T08:00:00Z,NA,60542
CDEC,VIN,1998-01-29T08:00:00Z,NA,59689
CDEC,VIN,1998-01-30T08:00:00Z,NA,65151
CDEC,VIN,1998-01-31T08:00:00Z,NA,57943
CDEC,VIN,1998-02-01T08:00:00Z,NA,69934
CDEC,VIN,1998-02-02T08:00:00Z,NA,69352
CDEC,VIN,1998-02-03T08:00:00Z,NA,NA
CDEC,VIN,1998-02-04T08:00:00Z,NA,113153
CDEC,VIN,1998-02-05T08:00:00Z,NA,92633
CDEC,VIN,1998-02-06T08:00:00Z,NA,100797
CDEC,VIN,1998-02-07T08:00:00Z,NA,118264
CDEC,VIN,1998-02-08T08:00:00Z,NA,116009
CDEC,VIN,1998-02-09T08:00:00Z,NA,91253
CDEC,VIN,1998-02-10T08:00:00Z,NA,85061
CDEC,VIN,1998-02-11T08:00:00Z,NA,88467
CDEC,VIN,1998-02-12T08:00:00Z,NA,77291
CDEC,VIN,1998-02-13T08:00:00Z,NA,90657
CDEC,VIN,1998-02-14T08:00:00Z,NA,102343
CDEC,VIN,1998-02-15T08:00:00Z,NA,98052
CDEC,VIN,1998-02-16T08:00:00Z,NA,84397
CDEC,VIN,1998-02-17T08:00:00Z,NA,102778
CDEC,VIN,1998-02-18T08:00:00Z,NA,88392
CDEC,VIN,1998-02-19T08:00:00Z,NA,95628
CDEC,VIN,1998-02-20T08:00:00Z,NA,101100
CDEC,VIN,1998-02-21T08:00:00Z,NA,87881
CDEC,VIN,1998-02-22T08:00:00Z,NA,91118
CDEC,VIN,1998-02-23T08:00:00Z,NA,93072
CDEC,VIN,1998-02-24T08:00:00Z,NA,88940
CDEC,VIN,1998-02-25T08:00:00Z,NA,82564
CDEC,VIN,1998-02-26T08:00:00Z,NA,77725
CDEC,VIN,1998-02-27T08:00:00Z,NA,70025
CDEC,VIN,1998-02-28T08:00:00Z,NA,64865
CDEC,VIN,1998-03-01T08:00:00Z,NA,65334
CDEC,VIN,1998-03-02T08:00:00Z,NA,64599
CDEC,VIN,1998-03-03T08:00:00Z,NA,59461
CDEC,VIN,1998-03-04T08:00:00Z,NA,51643
CDEC,VIN,1998-03-05T08:00:00Z,NA,43282
CDEC,VIN,1998-03-06T08:00:00Z,NA,38619
CDEC,VIN,1998-03-07T08:00:00Z,NA,33922
CDEC,VIN,1998-03-08T08:00:00Z,NA,30464
CDEC,VIN,1998-03-09T08:00:00Z,NA,27524
CDEC,VIN,1998-03-10T08:00:00Z,NA,25186
CDEC,VIN,1998-03-11T08:00:00Z,NA,23737
CDEC,VIN,1998-03-12T08:00:00Z,NA,22071
CDEC,VIN,1998-03-13T08:00:00Z,NA,25026
CDEC,VIN,1998-03-14T08:00:00Z,NA,26433
CDEC,VIN,1998-03-15T08:00:00Z,NA,21724
CDEC,VIN,1998-03-16T08:00:00Z,NA,21158
CDEC,VIN,1998-03-17T08:00:00Z,NA,20540
CDEC,VIN,1998-03-18T08:00:00Z,NA,19309
CDEC,VIN,1998-03-19T08:00:00Z,NA,20403
CDEC,VIN,1998-03-20T08:00:00Z,NA,24900
CDEC,VIN,1998-03-21T08:00:00Z,NA,34197
CDEC,VIN,1998-03-22T08:00:00Z,NA,65218
CDEC,VIN,1998-03-23T08:00:00Z,NA,71568
CDEC,VIN,1998-03-24T08:00:00Z,NA,68037
CDEC,VIN,1998-03-25T08:00:00Z,NA,76068
CDEC,VIN,1998-03-26T08:00:00Z,NA,72744
CDEC,VIN,1998-03-27T08:00:00Z,NA,66165
CDEC,VIN,1998-03-28T08:00:00Z,NA,59030
CDEC,VIN,1998-03-29T08:00:00Z,NA,50990
CDEC,VIN,1998-03-30T08:00:00Z,NA,44309
CDEC,VIN,1998-03-31T08:00:00Z,NA,41398
CDEC,VIN,1998-04-01T08:00:00Z,NA,45480
CDEC,VIN,1998-04-02T08:00:00Z,NA,40345
CDEC,VIN,1998-04-03T08:00:00Z,NA,37298
CDEC,VIN,1998-04-04T08:00:00Z,NA,37951
CDEC,VIN,1998-04-05T08:00:00Z,NA,35495
CDEC,VIN,1998-04-06T07:00:00Z,NA,34301
CDEC,VIN,1998-04-07T07:00:00Z,NA,38408
CDEC,VIN,1998-04-08T07:00:00Z,NA,28987
CDEC,VIN,1998-04-09T07:00:00Z,NA,24718
CDEC,VIN,1998-04-10T07:00:00Z,NA,24793
CDEC,VIN,1998-04-11T07:00:00Z,NA,22271
CDEC,VIN,1998-04-12T07:00:00Z,NA,20337
CDEC,VIN,1998-04-13T07:00:00Z,NA,19942
CDEC,VIN,1998-04-14T07:00:00Z,NA,19019
CDEC,VIN,1998-04-15T07:00:00Z,NA,18328
CDEC,VIN,1998-04-16T07:00:00Z,NA,17205
CDEC,VIN,1998-04-17T07:00:00Z,NA,16202
CDEC,VIN,1998-04-18T07:00:00Z,NA,15852
CDEC,VIN,1998-04-19T07:00:00Z,NA,18554
CDEC,VIN,1998-04-20T07:00:00Z,NA,19056
CDEC,VIN,1998-04-21T07:00:00Z,NA,19238
CDEC,VIN,1998-04-22T07:00:00Z,NA,19430
CDEC,VIN,1998-04-23T07:00:00Z,NA,19977
CDEC,VIN,1998-04-24T07:00:00Z,NA,21558
CDEC,VIN,1998-04-25T07:00:00Z,NA,20810
CDEC,VIN,1998-04-26T07:00:00Z,NA,19613
CDEC,VIN,1998-04-27T07:00:00Z,NA,18750
CDEC,VIN,1998-04-28T07:00:00Z,NA,18098
CDEC,VIN,1998-04-29T07:00:00Z,NA,18738
CDEC,VIN,1998-04-30T07:00:00Z,NA,19158
CDEC,VIN,1998-05-01T07:00:00Z,NA,19950
CDEC,VIN,1998-05-02T07:00:00Z,NA,21198
CDEC,VIN,1998-05-03T07:00:00Z,NA,21375
CDEC,VIN,1998-05-04T07:00:00Z,NA,20478
CDEC,VIN,1998-05-05T07:00:00Z,NA,20390
CDEC,VIN,1998-05-06T07:00:00Z,NA,19815
CDEC,VIN,1998-05-07T07:00:00Z,NA,18854
CDEC,VIN,1998-05-08T07:00:00Z,NA,18643
CDEC,VIN,1998-05-09T07:00:00Z,NA,23108
CDEC,VIN,1998-05-10T07:00:00Z,NA,21116
CDEC,VIN,1998-05-11T07:00:00Z,NA,19286
CDEC,VIN,1998-05-12T07:00:00Z,NA,21527
CDEC,VIN,1998-05-13T07:00:00Z,NA,22462
CDEC,VIN,1998-05-14T07:00:00Z,NA,20871
CDEC,VIN,1998-05-15T07:00:00Z,NA,21377
CDEC,VIN,1998-05-16T07:00:00Z,NA,25919
CDEC,VIN,1998-05-17T07:00:00Z,NA,27374
CDEC,VIN,1998-05-18T07:00:00Z,NA,24153
CDEC,VIN,1998-05-19T07:00:00Z,NA,23170
CDEC,VIN,1998-05-20T07:00:00Z,NA,22627
CDEC,VIN,1998-05-21T07:00:00Z,NA,22323
CDEC,VIN,1998-05-22T07:00:00Z,NA,22013
CDEC,VIN,1998-05-23T07:00:00Z,NA,23613
CDEC,VIN,1998-05-24T07:00:00Z,NA,24077
CDEC,VIN,1998-05-25T07:00:00Z,NA,27329
CDEC,VIN,1998-05-26T07:00:00Z,NA,27659
CDEC,VIN,1998-05-27T07:00:00Z,NA,29825
CDEC,VIN,1998-05-28T07:00:00Z,NA,44204
CDEC,VIN,1998-05-29T07:00:00Z,NA,79798
CDEC,VIN,1998-05-30T07:00:00Z,NA,58319
CDEC,VIN,1998-05-31T07:00:00Z,NA,40441
CDEC,VIN,1998-06-01T07:00:00Z,NA,34300
CDEC,VIN,1998-06-02T07:00:00Z,NA,32207
