id,median,lci,uci,probg0,probl0
flow14,0.04790009005602803,-0.10758951736786036,0.20378925059625563,0.7571666666666667,0.24283333333333335
flow14_3,0.14249132152531901,0.013880216571553187,0.2623833126668389,0.9881666666666666,0.011833333333333333
pdsi,0.020760946497791033,-0.08279357849925686,0.13135935808076166,0.6681666666666667,0.3318333333333333
t,-0.016586383609407528,-0.14004655601232188,0.11456770205497505,0.3826666666666667,0.6173333333333333
k0,-0.19040178528721552,-0.3548081903000468,-0.038995387423528025,0.013499999999999956,0.9865
var.k,0.005239842882191636,3.367582671807217e-6,0.03345506251929384,1,0
r0,0.019172812394277185,-0.06793604977521323,0.09529202880227954,0.6988333333333333,0.3011666666666667
